season,round,pick,team,pfr_player_id,pfr_player_name,college,position,position_rank,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,unique_id,college_carries,college_tds,college_yards,college_long,college_ypc,pfr_id,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,receptions,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,fantasy_points
2019,3,70,LAR,HendDa00,Darrell Henderson,Memphis,RB,RB3,5-8,208.0,4.49,22.0,33.5,121.0,,,darrellhendersonrbmemphis,431.0,36.0,3545.0,82.0,8.2,HendDa00,39.0,147.0,0.0,0.0,0.0,4.0,37.0,0.0,0.0,0.0,22.4
2019,3,73,CHI,MontDa01,David Montgomery,Iowa St.,RB,RB4,5-10,222.0,4.63,15.0,28.5,121.0,,,davidmontgomeryrbiowast,622.0,26.0,2894.0,58.0,4.7,MontDa01,242.0,889.0,6.0,2.0,2.0,25.0,185.0,1.0,0.0,0.0,170.4
2019,3,74,BUF,SingDe00,Devin Singletary,Florida Atlantic,RB,RB5,5-7,203.0,4.66,15.0,35.0,117.0,7.32,4.4,devinsingletaryrbfloridaatlantic,714.0,66.0,4289.0,70.0,6.0,SingDe00,151.0,775.0,2.0,4.0,1.0,29.0,194.0,2.0,0.0,0.0,147.9
2019,3,87,NWE,HarrDa06,Damien Harris,Alabama,RB,RB6,5-10,216.0,4.57,16.0,37.0,121.0,,,damienharrisrbalabama,476.0,23.0,3073.0,75.0,6.5,HarrDa06,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2019,3,102,MIN,MattAl01,Alexander Mattison,Boise St.,RB,RB7,5-11,221.0,4.67,22.0,35.0,127.0,7.13,4.29,alexandermattisonrbboisest,581.0,33.0,2826.0,70.0,4.9,MattAl01,100.0,462.0,1.0,1.0,1.0,10.0,82.0,0.0,0.0,0.0,68.4
2019,4,112,WAS,LoveBr00,Bryce Love,Stanford,RB,RB8,5-9,200.0,,18.0,,,,,bryceloverbstanford,569.0,30.0,3859.0,75.0,6.8,LoveBr00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4,113,BAL,HillJu00,Justice Hill,Oklahoma St.,RB,RB9,5-10,198.0,4.4,21.0,40.0,130.0,,,justicehillrboklahomast,632.0,30.0,3539.0,92.0,5.6,HillJu00,58.0,225.0,2.0,0.0,0.0,8.0,70.0,0.0,0.0,0.0,49.5
2019,4,122,PIT,SnelBe00,Benny Snell Jr.,Kentucky,RB,RB10,5-10,224.0,4.66,16.0,29.5,119.0,7.07,4.33,bennysnelljrrbkentucky,736.0,48.0,3858.0,71.0,5.2,SnelBe00,108.0,426.0,2.0,1.0,1.0,3.0,23.0,0.0,0.0,0.0,57.9
2019,4,128,DAL,PollTo00,Tony Pollard,Memphis,RB,RB11,6-0,210.0,4.52,13.0,35.0,121.0,,,tonypollardrbmemphis,140.0,9.0,942.0,66.0,6.7,PollTo00,86.0,455.0,2.0,1.0,1.0,15.0,107.0,1.0,0.0,0.0,87.2
2019,5,140,JAX,ArmsRy00,Ryquell Armstead,Temple,RB,RB12,5-11,220.0,4.45,22.0,30.0,114.0,7.02,4.29,ryquellarmsteadrbtemple,573.0,34.0,2812.0,76.0,4.9,ArmsRy00,35.0,108.0,0.0,0.0,0.0,14.0,144.0,2.0,0.0,0.0,51.2
2019,5,152,ATL,OlliQa00,Qadree Ollison,Pittsburgh,RB,RB13,6-1,228.0,4.58,19.0,29.5,114.0,7.53,4.31,qadreeollisonrbpittsburgh,529.0,29.0,2859.0,97.0,5.4,OlliQa00,22.0,50.0,4.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,30.7
2019,5,154,CAR,ScarJo00,Jordan Scarlett,Florida,RB,RB14,5-11,208.0,4.47,21.0,30.0,116.0,7.37,4.63,jordanscarlettrbflorida,344.0,12.0,1846.0,60.0,5.4,ScarJo00,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2019,6,182,CIN,WillTr06,Trayveon Williams,Texas A&M,RB,RB15,5-8,206.0,4.51,19.0,33.0,121.0,7.44,4.44,trayveonwilliamsrbtexasam,600.0,34.0,3615.0,93.0,6.0,WillTr06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,6,186,DET,JohnTy02,Ty Johnson,Maryland,RB,RB16,,,,,,,,,tyjohnsonrbmaryland,348.0,17.0,2635.0,81.0,7.6,JohnTy02,63.0,273.0,0.0,0.0,0.0,24.0,109.0,0.0,1.0,1.0,60.2
2019,6,194,GNB,WillDe07,Dexter Williams,Notre Dame,RB,RB17,5-11,212.0,4.57,17.0,36.0,130.0,7.0,4.16,dexterwilliamsrbnotredame,257.0,20.0,1636.0,97.0,6.4,WillDe07,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2019,6,204,SEA,HomeTr00,Travis Homer,Miami (FL),RB,RB18,5-10,201.0,4.48,17.0,39.5,130.0,7.07,4.31,travishomerrbmiamifl,,,,,,HomeTr00,18.0,114.0,0.0,0.0,0.0,11.0,56.0,0.0,0.0,0.0,28.0
2019,6,211,CIN,AndeRo02,Rodney Anderson,Oklahoma,RB,RB19,6-0,224.0,,25.0,,,,,rodneyandersonrboklahoma,200.0,16.0,1285.0,65.0,6.4,AndeRo02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,6,214,KAN,ThomDa06,Darwin Thompson,Utah St.,RB,RB20,,,,,,,,,darwinthompsonrbutahst,153.0,14.0,1044.0,68.0,6.8,ThomDa06,37.0,128.0,1.0,0.0,0.0,9.0,43.0,0.0,0.0,0.0,32.1
2019,7,218,DAL,WebeMi00,Mike Weber,Ohio St.,RB,RB21,5-10,211.0,4.47,22.0,33.5,,,,mikeweberrbohiost,454.0,24.0,2676.0,82.0,5.9,WebeMi00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,220,HOU,GillCu00,Cullen Gillaspia,Texas A&M,RB,RB22,,,,,,,,,cullengillaspiarbtexasam,,,,,,GillCu00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,222,CHI,WhytKe00,Kerrith Whyte Jr,Florida Atlantic,RB,RB23,,,,,,,,,kerrithwhytejrrbfloridaatlantic,232.0,11.0,1358.0,82.0,5.9,WhytKe00,24.0,122.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,14.1
2019,7,233,MIA,CoxxCh01,Chandler Cox,Auburn,RB,RB24,,,,,,,,,chandlercoxrbauburn,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,234,MIA,GaskMy00,Myles Gaskin,Washington,RB,RB25,5-9,205.0,4.58,24.0,35.5,118.0,7.19,4.27,mylesgaskinrbwashington,943.0,57.0,5324.0,86.0,5.6,GaskMy00,36.0,133.0,1.0,0.0,0.0,7.0,51.0,0.0,0.0,0.0,31.4
2020,1,32,KAN,EdwaCl00,Clyde Edwards-Helaire,LSU,RB,RB1,5-7,207.0,4.6,15.0,39.5,123.0,,,clydeedwardshelairerblsu,357.0,23.0,2048.0,89.0,5.7,EdwaCl00,181.0,803.0,4.0,0.0,0.0,36.0,297.0,1.0,0.0,0.0,176.0
2020,2,35,DET,SwifDA00,D'Andre Swift,Georgia,RB,RB2,5-8,212.0,4.48,,35.5,121.0,,,dandreswiftrbgeorgia,440.0,20.0,2885.0,83.0,6.6,SwifDA00,114.0,521.0,8.0,2.0,2.0,46.0,357.0,2.0,1.0,0.0,189.8
2020,2,41,IND,TaylJo02,Jonathan Taylor,Wisconsin,RB,RB3,5-10,226.0,4.39,17.0,36.0,123.0,7.01,4.24,jonathantaylorrbwisconsin,897.0,49.0,5991.0,88.0,6.7,TaylJo02,232.0,1169.0,11.0,1.0,1.0,36.0,299.0,1.0,0.0,0.0,252.8
2020,2,52,LAR,AkerCa00,Cam Akers,Florida St.,RB,RB4,5-10,217.0,4.47,20.0,35.5,122.0,,4.42,camakersrbfloridast,586.0,27.0,2874.0,85.0,4.9,AkerCa00,145.0,625.0,2.0,1.0,1.0,11.0,123.0,1.0,0.0,0.0,101.8
2020,2,55,BAL,DobbJK00,J.K. Dobbins,Ohio St.,RB,RB5,5-9,209.0,,23.0,,,,,jkdobbinsrbohiost,724.0,38.0,4459.0,77.0,6.2,DobbJK00,134.0,805.0,9.0,2.0,0.0,18.0,120.0,0.0,0.0,0.0,164.5
2020,2,62,GNB,DillAJ00,AJ Dillon,Boston Col.,RB,RB6,6-0,247.0,4.53,23.0,41.0,131.0,7.19,,ajdillonrbbostoncol,,,,,,DillAJ00,46.0,242.0,2.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,40.3
2020,3,66,WAS,GibsAn00,Antonio Gibson,Memphis,RB,RB7,6-0,228.0,4.39,16.0,35.0,118.0,,,antoniogibsonrbmemphis,,,,,,GibsAn00,170.0,795.0,11.0,0.0,0.0,36.0,247.0,0.0,2.0,2.0,202.2
2020,3,76,TAM,VaugKe00,Ke'Shawn Vaughn,Illinois,RB,RB8,5-10,214.0,4.51,,32.0,117.0,,,keshawnvaughnrbillinois,,,,,,VaugKe00,26.0,109.0,0.0,0.0,0.0,5.0,34.0,1.0,1.0,1.0,23.3
2020,3,86,BUF,MossZa00,Zack Moss,Utah,RB,RB9,5-9,223.0,4.65,19.0,33.0,,,4.37,zackmossrbutah,712.0,38.0,4063.0,91.0,5.7,MossZa00,112.0,481.0,4.0,0.0,0.0,14.0,95.0,1.0,0.0,0.0,101.6
2020,3,93,TEN,EvanDa02,Darrynton Evans,Appalachian St.,RB,RB10,5-10,203.0,4.41,20.0,37.0,125.0,,,darryntonevansrbappalachianst,,,,,,EvanDa02,14.0,54.0,0.0,0.0,0.0,2.0,27.0,1.0,0.0,0.0,16.1
2020,4,112,LAC,KellJo01,Joshua Kelley,UCLA,RB,RB11,5-11,212.0,4.49,23.0,31.0,121.0,6.95,4.28,joshuakelleyrbucla,477.0,25.0,2428.0,61.0,5.1,KellJo01,111.0,354.0,2.0,2.0,2.0,23.0,148.0,0.0,0.0,0.0,81.2
2020,4,120,NYJ,PeriLa00,La'Mical Perine,Florida,RB,RB12,5-11,216.0,4.62,22.0,35.0,118.0,7.13,4.31,lamicalperinerbflorida,493.0,22.0,2485.0,88.0,5.0,PeriLa00,64.0,232.0,2.0,0.0,0.0,11.0,63.0,0.0,0.0,0.0,52.5
2020,4,124,PIT,McFaAn00,Anthony McFarland Jr.,Maryland,RB,RB13,5-8,208.0,4.44,,29.5,116.0,,,anthonymcfarlandjrrbmaryland,,,,,,McFaAn00,33.0,113.0,0.0,0.0,0.0,6.0,54.0,0.0,0.0,0.0,22.7
2020,4,144,SEA,DallDe00,DeeJay Dallas,Miami (FL),RB,RB14,5-10,217.0,4.58,,33.5,119.0,7.18,4.32,deejaydallasrbmiamifl,,,,,,DallDe00,34.0,108.0,2.0,0.0,0.0,17.0,111.0,1.0,0.0,0.0,56.9
2020,5,172,DET,HuntJa01,Jason Huntley,New Mexico St.,RB,RB15,,,,,,,,,jasonhuntleyrbnewmexicost,373.0,18.0,2182.0,57.0,5.8,HuntJa01,5.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9
2020,7,222,ARI,BenjEn00,Eno Benjamin,Arizona St.,RB,RB16,5-9,207.0,4.57,12.0,39.0,122.0,6.97,4.25,enobenjaminrbarizonast,576.0,27.0,2867.0,49.0,5.0,BenjEn00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,245,TAM,CalaRa00,Raymond Calais,Louisiana,RB,RB17,5-8,188.0,4.42,20.0,37.5,120.0,,,raymondcalaisrblouisiana,236.0,15.0,1845.0,92.0,7.8,CalaRa00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,246,MIA,PerrMa00,Malcolm Perry,Navy,RB,RB18,5-9,186.0,4.63,10.0,36.0,122.0,7.12,4.31,malcolmperryrbnavy,,,,,,PerrMa00,3.0,5.0,0.0,0.0,0.0,9.0,92.0,1.0,0.0,0.0,24.7
2021,1,24,PIT,HarrNa00,Najee Harris,Alabama,RB,RB1,,,,,,,,,najeeharrisrbalabama,638.0,46.0,3843.0,53.0,6.0,HarrNa00,307.0,1200.0,7.0,0.0,0.0,74.0,467.0,3.0,0.0,0.0,300.7
2021,1,25,JAX,EtieTr00,Travis Etienne,Clemson,RB,RB2,5-10,215.0,4.45,18.0,33.5,128.0,,,travisetiennerbclemson,686.0,70.0,4952.0,90.0,7.2,EtieTr00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2,35,DEN,WillJa10,Javonte Williams,North Carolina,RB,RB3,5-9,212.0,4.55,22.0,36.0,123.0,6.97,4.09,javontewilliamsrbnorthcarolina,366.0,29.0,2297.0,65.0,6.3,WillJa10,203.0,903.0,4.0,2.0,1.0,43.0,316.0,3.0,0.0,0.0,204.9
2021,3,88,SFO,SermTr00,Trey Sermon,Ohio St.,RB,RB4,6-0,215.0,4.57,,37.0,125.0,6.83,4.28,treysermonrbohiost,455.0,26.0,2946.0,65.0,6.5,SermTr00,41.0,167.0,1.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,28.3
2021,4,107,NYJ,CartMi03,Michael Carter,North Carolina,RB,RB5,5-7,201.0,4.5,16.0,34.0,119.0,6.81,3.98,michaelcarterrbnorthcarolina,514.0,22.0,3403.0,65.0,6.6,CartMi03,147.0,639.0,4.0,0.0,0.0,36.0,325.0,0.0,1.0,1.0,154.4
2021,4,119,MIN,NwanKe00,Kene Nwangwu,Iowa St.,RB,RB6,,,,,,,,,kenenwangwurbiowast,143.0,4.0,744.0,49.0,5.2,NwanKe00,13.0,61.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,11.0
2021,4,120,NWE,StevRh00,Rhamondre Stevenson,Oklahoma,RB,RB7,5-11,231.0,4.64,15.0,31.5,112.0,7.09,4.15,rhamondrestevensonrboklahoma,165.0,13.0,1179.0,75.0,7.1,StevRh00,133.0,606.0,5.0,1.0,0.0,14.0,123.0,0.0,1.0,1.0,114.9
2021,4,126,CAR,HubbCh01,Chuba Hubbard,Oklahoma St.,RB,RB8,6-0,210.0,4.48,20.0,36.0,120.0,7.24,4.26,chubahubbardrboklahomast,584.0,33.0,3457.0,92.0,5.9,HubbCh01,172.0,612.0,5.0,1.0,1.0,25.0,174.0,1.0,0.0,0.0,137.6
2021,5,150,PHI,GainKe00,Kenneth Gainwell,Memphis,RB,RB9,,201.0,4.42,21.0,,,,,kennethgainwellrbmemphis,235.0,14.0,1550.0,75.0,6.6,GainKe00,68.0,291.0,5.0,1.0,1.0,33.0,253.0,1.0,0.0,0.0,121.4
2021,6,194,SFO,MitcEl00,Elijah Mitchell,Louisiana,RB,RB10,5-10,201.0,4.38,17.0,37.5,128.0,6.94,4.19,elijahmitchellrblouisiana,526.0,41.0,3259.0,65.0,6.2,MitcEl00,207.0,963.0,5.0,0.0,0.0,19.0,137.0,1.0,0.0,0.0,165.0
2021,6,196,NYG,BrigGa00,Gary Brightwell,Arizona,RB,RB11,5-10,218.0,4.62,17.0,34.5,118.0,7.51,4.48,garybrightwellrbarizona,243.0,9.0,1306.0,94.0,5.4,BrigGa00,1.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0
2021,6,198,LAC,RounLa00,Larry Rountree,Missouri,RB,RB12,,,4.62,,30.0,,6.96,,larryrountreerbmissouri,,,,,,RounLa00,36.0,87.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,15.6
2021,6,202,CIN,EvanCh02,Chris Evans,Michigan,RB,RB13,5-11,211.0,4.5,20.0,40.5,127.0,6.83,4.12,chrisevansrbmichigan,320.0,15.0,1795.0,67.0,5.6,EvanCh02,17.0,77.0,0.0,0.0,0.0,15.0,151.0,2.0,0.0,0.0,49.8
2021,6,211,CLE,FeltDe00,Demetric Felton,UCLA,RB,RB14,5-8,189.0,4.55,,,,,,demetricfeltonrbucla,233.0,7.0,1101.0,75.0,4.7,FeltDe00,7.0,24.0,0.0,0.0,0.0,18.0,181.0,2.0,0.0,0.0,50.5
2021,6,217,CHI,HerbKh00,Khalil Herbert,Virginia Tech,RB,RB15,5-8,210.0,4.46,22.0,33.0,115.0,6.96,4.31,khalilherbertrbvirginiatech,475.0,22.0,2918.0,82.0,6.1,HerbKh00,103.0,433.0,2.0,0.0,0.0,14.0,96.0,0.0,0.0,0.0,78.9
2021,7,233,LAR,FunkJa00,Jake Funk,Maryland,RB,RB16,5-10,204.0,4.49,22.0,38.0,122.0,6.71,4.12,jakefunkrbmaryland,135.0,10.0,963.0,54.0,7.1,FunkJa00,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2021,7,244,MIA,DoakGe00,Gerrid Doaks,Cincinnati,RB,RB17,,,,,,,,,gerriddoaksrbcincinnati,331.0,14.0,1712.0,72.0,5.2,DoakGe00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,256,GNB,HillKy00,Kylin Hill,Mississippi St.,RB,RB18,5-10,214.0,4.51,22.0,36.0,122.0,7.13,4.35,kylinhillrbmississippist,452.0,16.0,2535.0,62.0,5.6,HillKy00,10.0,24.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.9
2021,7,257,DET,JeffJe00,Jermar Jefferson,Oregon St.,RB,RB19,5-10,206.0,4.57,13.0,31.0,115.0,7.38,4.38,jermarjeffersonrboregonst,514.0,27.0,2924.0,82.0,5.7,JeffJe00,15.0,74.0,2.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,25.7
2022,2,36,NYJ,HallBr03,Breece Hall,Iowa St.,RB,RB1,5-11,217.0,4.39,,40.0,126.0,,,breecehallrbiowast,718.0,50.0,3942.0,80.0,5.5,HallBr03,80.0,463.0,4.0,0.0,0.0,19.0,218.0,1.0,1.0,1.0,115.1
2022,2,41,SEA,WalkKe00,Kenneth Walker III,Michigan St.,RB,RB2,5-9,211.0,4.38,,34.0,122.0,,,kennethwalkeriiirbmichiganst,480.0,35.0,2794.0,96.0,5.8,WalkKe00,228.0,1050.0,9.0,0.0,0.0,27.0,165.0,0.0,0.0,0.0,202.5
2022,2,63,BUF,CookJa01,James Cook,Georgia,RB,RB3,5-11,199.0,4.42,,33.0,124.0,,,jamescookrbgeorgia,230.0,14.0,1503.0,67.0,6.5,CookJa01,89.0,507.0,2.0,1.0,1.0,21.0,180.0,1.0,0.0,0.0,105.7
2022,3,91,TAM,WhitRa01,Rachaad White,Arizona St.,RB,RB4,6-0,214.0,4.48,,38.0,125.0,,,rachaadwhiterbarizonast,224.0,20.0,1426.0,93.0,6.4,WhitRa01,129.0,481.0,1.0,1.0,1.0,50.0,290.0,2.0,1.0,1.0,141.1
2022,3,93,SFO,DaviTy03,Tyrion Davis-Price,LSU,RB,RB5,6-0,211.0,4.48,,30.0,117.0,,,tyriondavispricerblsu,379.0,15.0,1744.0,40.0,4.6,DaviTy03,34.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9
2022,3,98,WAS,RobiBr01,Brian Robinson Jr.,Alabama,RB,RB6,6-2,225.0,4.53,,30.0,119.0,,,brianrobinsonjrrbalabama,545.0,29.0,2704.0,63.0,5.0,RobiBr01,205.0,797.0,2.0,2.0,0.0,9.0,60.0,1.0,0.0,0.0,112.7
2022,4,107,HOU,PierDa01,Dameon Pierce,Florida,RB,RB7,5-10,218.0,4.59,21.0,34.5,119.0,,,dameonpiercerbflorida,326.0,23.0,1804.0,75.0,5.5,PierDa01,220.0,939.0,4.0,4.0,2.0,30.0,165.0,1.0,0.0,0.0,166.4
2022,4,122,LVR,WhitZa01,Zamir White,Georgia,RB,RB8,6-0,214.0,4.4,,33.5,128.0,,,zamirwhiterbgeorgia,382.0,25.0,2043.0,75.0,5.3,WhitZa01,17.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2022,4,123,LAC,SpilIs00,Isaiah Spiller,Texas A&M,RB,RB9,6-0,217.0,,,30.0,114.0,,,isaiahspillerrbtexasam,539.0,25.0,2997.0,85.0,5.6,SpilIs00,18.0,41.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,8.4
2022,4,127,NWE,StroPi00,Pierre Strong,South Dakota St.,RB,RB10,5-11,207.0,4.37,,36.0,124.0,,,pierrestrongrbsouthdakotast,25.0,2.0,191.0,48.0,7.6,StroPi00,10.0,100.0,1.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0,27.2
2022,4,131,TEN,HaskHa00,Hassan Haskins,Michigan,RB,RB11,6-2,228.0,,27.0,,,,,hassanhaskinsrbmichigan,452.0,30.0,2325.0,66.0,5.1,HaskHa00,25.0,93.0,0.0,0.0,0.0,11.0,57.0,0.0,0.0,0.0,26.0
2022,5,151,ATL,AllgTy00,Tyler Allgeier,BYU,RB,RB12,5-11,224.0,4.6,,33.0,120.0,,,tylerallgeierrbbyu,452.0,36.0,2905.0,86.0,6.4,AllgTy00,210.0,1035.0,3.0,0.0,0.0,16.0,139.0,1.0,0.0,0.0,157.4
2022,5,154,JAX,ConnSn00,Snoop Conner,Mississippi,RB,RB13,5-10,222.0,4.59,25.0,29.5,118.0,,,snoopconnerrbmississippi,,,,,,ConnSn00,12.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
2022,5,156,CLE,FordJe00,Jerome Ford,Cincinnati,RB,RB14,5-11,210.0,4.46,,31.0,118.0,,,jeromefordrbcincinnati,319.0,30.0,1953.0,79.0,6.1,FordJe00,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2022,5,164,LAR,WillKy02,Kyren Williams,Notre Dame,RB,RB15,5-9,194.0,4.65,,32.0,116.0,,,kyrenwilliamsrbnotredame,419.0,27.0,2153.0,91.0,5.1,WillKy02,35.0,139.0,0.0,0.0,0.0,9.0,76.0,0.0,0.0,0.0,30.5
2022,5,169,MIN,ChanTy01,Ty Chandler,North Carolina,RB,RB16,5-11,204.0,4.38,,31.0,121.0,,,tychandlerrbnorthcarolina,603.0,26.0,3138.0,81.0,5.2,ChanTy01,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022,6,183,NWE,HarrKe01,Kevin Harris,South Carolina,RB,RB17,5-10,221.0,,21.0,38.5,126.0,,,kevinharrisrbsouthcarolina,354.0,22.0,1893.0,75.0,5.3,HarrKe01,18.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2
2022,6,196,BAL,BadiTy00,Tyler Badie,Missouri,RB,RB18,5-8,197.0,4.45,,33.5,121.0,,,tylerbadierbmissouri,512.0,23.0,2739.0,73.0,5.3,BadiTy00,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,9.4
2022,6,201,ARI,IngrKe01,Keaontay Ingram,USC,RB,RB19,6-0,221.0,4.53,,34.5,122.0,,,keaontayingramrbusc,495.0,16.0,2722.0,68.0,5.5,IngrKe01,27.0,60.0,1.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,18.1
2022,6,203,CHI,EbneTr00,Trestan Ebner,Baylor,RB,RB20,5-11,206.0,4.43,,30.0,,,,trestanebnerrbbaylor,343.0,9.0,1693.0,58.0,4.9,EbneTr00,24.0,54.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,8.2
2022,7,250,LVR,BrowBr06,Brittain Brown,UCLA,RB,RB21,,,,,,,,,brittainbrownrbucla,405.0,21.0,2285.0,64.0,5.6,BrowBr06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,7,251,KAN,PachIs00,Isiah Pacheco,Rutgers,RB,RB22,5-10,216.0,4.37,,33.0,118.0,,,isiahpachecorbrutgers,,,,,,PachIs00,170.0,830.0,5.0,3.0,2.0,13.0,130.0,0.0,0.0,0.0,135.0
2022,7,260,LAC,HorvZa00,Zander Horvath,Purdue,RB,RB23,,,,,,,,,zanderhorvathrbpurdue,,,,,,HorvZa00,4.0,8.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,18.6
2023,1,8,ATL,RobiBi01,Bijan Robinson,Texas,RB,RB1,5-11,215.0,4.46,,37.0,124.0,,,bijanrobinsonrbtexas,539.0,33.0,3408.0,78.0,6.3,RobiBi01,214.0,976.0,4.0,4.0,3.0,58.0,487.0,4.0,0.0,0.0,246.3
2023,1,12,DET,GibbJa01,Jahmyr Gibbs,Alabama,RB,RB2,5-9,199.0,4.36,,33.5,,,,jahmyrgibbsrbalabama,383.0,15.0,2129.0,76.0,5.6,GibbJa01,182.0,945.0,10.0,2.0,1.0,52.0,316.0,1.0,0.0,0.0,242.1
2023,2,52,SEA,CharZa00,Zach Charbonnet,UCLA,RB,RB3,6-0,214.0,4.53,,37.0,122.0,,,zachcharbonnetrbucla,565.0,39.0,3346.0,70.0,5.9,CharZa00,108.0,462.0,1.0,0.0,0.0,33.0,209.0,0.0,0.0,0.0,106.1
2023,3,71,NOR,MillKe01,Kendre Miller,TCU,RB,RB4,5-11,215.0,,,,,,,kendremillerrbtcu,361.0,26.0,2410.0,89.0,6.7,MillKe01,41.0,156.0,1.0,0.0,0.0,10.0,117.0,0.0,0.0,0.0,43.3
2023,3,81,TEN,SpeaTy00,Tyjae Spears,Tulane,RB,RB5,5-10,201.0,,,39.0,125.0,,,tyjaespearsrbtulane,427.0,31.0,2911.0,75.0,6.8,SpeaTy00,100.0,453.0,2.0,0.0,0.0,52.0,385.0,1.0,1.0,0.0,153.8
2023,3,84,MIA,AchaDe00,De'Von Achane,Texas A&M,RB,RB6,5-9,188.0,4.32,,33.0,,,,devonachanerbtexasam,369.0,21.0,2376.0,76.0,6.4,AchaDe00,103.0,800.0,8.0,1.0,1.0,27.0,197.0,3.0,0.0,0.0,190.7
2023,3,88,JAX,BigsTa00,Tank Bigsby,Auburn,RB,RB7,6-0,210.0,4.56,,32.5,119.0,,,tankbigsbyrbauburn,540.0,25.0,2903.0,51.0,5.4,BigsTa00,50.0,132.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,24.8
2023,4,115,CHI,JohnRo07,Roschon Johnson,Texas,RB,RB8,6-0,219.0,4.58,,31.5,122.0,,,roschonjohnsonrbtexas,392.0,23.0,2189.0,72.0,5.6,JohnRo07,81.0,352.0,2.0,1.0,0.0,34.0,209.0,0.0,0.0,0.0,102.1
2023,5,143,NYJ,AbanIs00,Israel Abanikanda,Pittsburgh,RB,RB9,5-10,216.0,,,,,,,israelabanikandarbpittsburgh,390.0,28.0,2177.0,80.0,5.6,AbanIs00,22.0,70.0,0.0,0.0,0.0,7.0,43.0,0.0,0.0,0.0,18.3
2023,5,163,CIN,BrowCh10,Chase Brown,Illinois,RB,RB10,5-10,209.0,4.43,,40.0,127.0,,,chasebrownrbillinois,673.0,18.0,3541.0,80.0,5.3,BrowCh10,44.0,179.0,0.0,1.0,0.0,14.0,156.0,1.0,0.0,0.0,53.5
2023,5,172,NYG,GrayEr01,Eric Gray,Oklahoma,RB,RB11,5-10,207.0,,,37.5,118.0,,,ericgrayrboklahoma,549.0,21.0,3087.0,94.0,5.6,GrayEr01,17.0,48.0,0.0,1.0,0.0,6.0,22.0,0.0,0.0,0.0,13.0
